Zeit,Produktionskosten [EUR/t],Szenario
9,737.8325132054448,5
10,1433.2339248451158,5
11,1278.206243808432,5
12,1021.7876914204803,5
13,1413.327607968171,5
14,749.782483165673,5
15,1052.2519979302426,5
16,916.5526079017624,5
17,1072.4193850128402,5
18,659.5593362141615,5
19,853.9530911639124,5
20,816.0430324480757,5
21,878.669191937907,5
22,670.5272747800966,5
23,943.0906155382471,5
24,619.4029988579388,5
25,427.0608314717895,5
26,64.5683835745705,5
27,289.6323787226248,5
28,425.2277206546088,5
29,741.752836188099,5
30,305.8509989892612,5
31,453.1638273399809,5
32,301.9282037465581,5
33,790.0359442124566,5
34,173.32169985710334,5
35,744.1696540031517,5
36,643.4684441997507,5
37,767.0772007439901,5
38,425.71143871104147,5
39,874.027625379569,5
40,745.0993756876829,5
41,782.9148918625567,5
42,449.430913094164,5
43,909.7956466429177,5
44,848.0623302575642,5
1,198.21374863260394,6
2,558.3677899779061,6
3,638.8293211481141,6
4,920.9157878591778,6
5,609.0359326963257,6
6,1087.6285728474438,6
7,1044.6199963391716,6
8,1116.0217575681038,6
9,711.939070571629,6
10,1397.8803018545009,6
11,1266.4934611488777,6
12,1038.140900851622,6
13,1426.1718348869035,6
14,724.6285945119001,6
15,1021.6625357256111,6
16,874.8028720878145,6
17,1102.862443773697,6
18,654.8846113609828,6
19,868.6175407479448,6
20,778.6358903821093,6
21,837.2663641421431,6
22,697.0761346468008,6
23,952.5446912238997,6
24,576.1288791950548,6
25,431.05136630696245,6
26,35.91076172241,6
27,340.34617756758263,6
28,416.24370438717165,6
29,713.4793045064495,6
30,299.5142480369658,6
31,433.7842386236259,6
32,325.67010612161374,6
33,823.7810326122033,6
34,193.1450294467375,6
35,725.8084072992682,6
36,626.480456685347,6
37,732.7276527108078,6
38,427.9680320609051,6
39,848.7967371198814,6
40,752.9405498558949,6
41,802.5542069151104,6
42,427.3062166797591,6
43,844.2441585254637,6
44,832.9650984717264,6
1,190.96298963232366,7
2,496.2050793498833,7
3,664.3562502298641,7
4,889.1652812196513,7
5,620.5619242366085,7
6,1094.1454577978939,7
7,1018.6913749941482,7
8,1091.7035284097017,7
9,696.5210114338817,7
10,1425.0860722917814,7
11,1268.0900549663802,7
12,995.4947250408662,7
13,1388.7205892633365,7
14,734.3752833685902,7
15,1005.7541081686503,7
16,849.123278493171,7
17,1122.1588611255947,7
18,658.1374375122665,7
19,878.7527115956924,7
20,755.5480425256758,7
21,787.8939581918739,7
22,676.3378961857267,7
23,939.7829251140847,7
24,552.752901540737,7
25,433.7818802112743,7
26,34.811646055393965,7
27,348.26213154094575,7
28,463.4052630067082,7
29,671.0255151778568,7
30,285.0200115603851,7
31,417.28844895320856,7
32,313.48743249808336,7
33,855.38232694552,7
34,211.8894204999381,7
35,705.3443048455479,7
36,641.8073846903799,7
37,696.4483249378359,7
38,424.9407739264773,7
39,869.8434843123754,7
40,771.9754829273842,7
41,802.4043770884062,7
42,447.879387576942,7
43,862.9666937636873,7
44,822.3548880158437,7
1,181.77786832192507,8
2,487.2973455219763,8
3,715.5676017363012,8
4,894.4383600046124,8
5,594.9933819462001,8
6,1170.9551226994909,8
7,1037.0337679328843,8
8,1148.300126769186,8
9,750.0430813431033,8
10,1422.1764038650108,8
11,1306.1055133527686,8
12,948.8859874885311,8
13,1355.4265442268536,8
14,759.8010182827367,8
15,1030.681603390192,8
16,883.3313527856848,8
17,1145.2511153567943,8
18,644.5869788790918,8
19,895.6554789933706,8
20,783.7191006393577,8
21,762.4180110316184,8
22,710.0254749355545,8
23,937.0171625700688,8
24,570.6018903170835,8
25,433.79564302645747,8
26,29.786761332228906,8
27,368.7265150019584,8
28,482.8212228813981,8
29,635.7989975231972,8
30,259.50545370431774,8
31,449.59689115865626,8
32,281.2870277493393,8
33,903.3519464848075,8
34,194.71312029496508,8
35,678.5179866385101,8
36,671.1814924406184,8
37,647.5960967558251,8
38,444.8603981289538,8
39,871.016234739597,8
40,786.0905946209521,8
41,777.6118036377292,8
42,455.0623959143732,8
43,872.6130009717602,8
44,815.332488713715,8
1,207.4584739452475,9
2,491.33094355078373,9
3,713.4129968844857,9
4,893.5613518730822,9
5,531.1249079462139,9
6,1178.9905602788747,9
7,1001.9111233166392,9
8,1117.7613969155798,9
9,758.9546826475083,9
10,1339.5403614048057,9
11,1298.021180317553,9
12,914.2996990090621,9
13,1314.7747578297738,9
14,729.2899874143671,9
15,1044.4436637272245,9
16,891.9396853501507,9
17,1175.4345690397217,9
18,700.5104831048317,9
19,909.384541989652,9
20,791.9260989469481,9
21,731.1282204362087,9
22,721.2202598271289,9
23,918.451336648102,9
24,564.5051398259099,9
25,413.6270099009005,9
26,30.21046219302819,9
27,364.6985089529955,9
28,501.9378999860559,9
29,656.8806677734206,9
30,292.044645591485,9
31,456.21615648001176,9
32,296.72783433121344,9
33,956.904249197586,9
34,224.75402547525766,9
35,668.1876061335466,9
36,644.8662575240762,9
37,649.6771961482184,9
38,446.04477602772005,9
39,873.6991975025024,9
40,839.4895731861878,9
41,782.3851398107797,9
42,452.4522122144103,9
43,848.5645488362183,9
44,841.161932992954,9
1,243.80305586674743,10
2,500.244192932089,10
3,701.9214091242313,10
4,912.026120727608,10
5,502.14183724401687,10
6,1201.2401508857563,10
7,1035.1031605288624,10
8,1205.9133345261025,10
9,763.1216506099831,10
10,1356.0260824555924,10
11,1249.9479762335632,10
12,925.4309770069333,10
13,1326.3755337392884,10
14,737.8956750683466,10
15,1027.46092249161,10
16,862.6843400968964,10
17,1192.5425688065377,10
18,747.1072589890177,10
19,883.711533969371,10
20,828.6618723163477,10
21,714.8248636439997,10
22,728.8425866413164,10
23,929.048941176783,10
24,601.1285637488713,10
25,403.60249013097894,10
26,30.003532524219647,10
27,363.9305873869631,10
28,475.1808074100697,10
29,670.277787696498,10
30,274.2854366341183,10
31,483.64969269676243,10
32,350.62729091837343,10
33,963.7418377812173,10
34,249.17965973968504,10
35,658.9034181939033,10
36,637.2984159163425,10
37,636.2819449759398,10
38,421.5052125724774,10
39,932.2768222362697,10
40,814.1334017868519,10
41,800.5412814238883,10
42,412.2788146728283,10
43,877.4700009599887,10
44,809.904111053528,10
1,214.27393657284415,11
2,489.0764216627586,11
3,694.729518513061,11
4,902.8802383475353,11
5,510.84490771529715,11
6,1157.3838372287446,11
7,1085.5049798194402,11
8,1221.991091718714,11
9,771.6260771808743,11
10,1336.1627909490614,11
11,1264.8262998025662,11
12,959.1611121459254,11
13,1308.5980613434228,11
14,702.8755860599414,11
15,983.5909738672257,11
16,847.6733777578361,11
17,1185.2048604688903,11
18,774.4994420929199,11
19,875.0601873533999,11
20,807.2918559806335,11
21,701.8695203094594,11
22,692.8117226106506,11
23,943.1006965344734,11
24,580.8642425161967,11
25,430.5685035605201,11
26,25.993395822432376,11
27,360.391406903486,11
28,450.12664296587343,11
29,669.891857309028,11
30,280.6740423044571,11
31,496.8228154267471,11
32,349.60993761374937,11
33,946.1179945596883,11
34,237.2710621737913,11
35,665.6674920646955,11
36,666.6024432455273,11
37,668.2733750645355,11
38,389.2237667474709,11
39,908.8629507877736,11
40,790.1072594857303,11
41,811.5240653376499,11
42,421.4098485210138,11
43,896.7427609416478,11
44,808.9608551887507,11
1,208.6205733878059,12
2,460.9187139701366,12
3,708.9593188268383,12
4,943.5011946530676,12
5,504.8490855304124,12
6,1186.635064101755,12
7,1035.2415139148047,12
8,1203.9177685752848,12
9,752.5323018128807,12
10,1347.2747559414634,12
11,1301.5410113459623,12
12,911.5368124306855,12
13,1300.04951317429,12
14,690.8032743006218,12
15,1013.1341157008337,12
16,855.9224489871278,12
17,1264.0425155145101,12
18,737.0618490631672,12
19,873.1810949917475,12
20,810.4100369902483,12
21,698.3288241570353,12
22,684.8375116722275,12
23,937.775538046203,12
24,553.7196266439478,12
25,446.30205076644586,12
26,17.315941636772845,12
27,320.17577632186203,12
28,432.16922741744645,12
29,631.7230373073089,12
30,287.8097067779887,12
31,463.7161714021713,12
32,334.5687060827946,12
33,959.4594655610808,12
34,224.9618657672245,12
35,728.0062054553468,12
36,632.1986506290651,12
37,729.8712896216955,12
38,380.6707304906548,12
39,930.8733931851691,12
40,780.011919474113,12
41,827.0340822818972,12
42,443.6850586286478,12
43,911.4577567119544,12
44,812.3658424090005,12
1,182.88658154211748,13
2,421.23414029252746,13
3,745.780973335149,13
4,903.5434514914523,13
5,551.4583185180975,13
6,1210.31342194298,13
7,1067.454686300838,13
8,1192.9546722519112,13
9,758.28148767733,13
10,1362.0369585913315,13
11,1330.765903972727,13
12,902.6552889912524,13
13,1300.1408109504368,13
14,680.7829919599682,13
15,967.351868933661,13
16,842.1554965572257,13
17,1258.5983211321443,13
18,751.0787726680517,13
19,866.5570815182649,13
20,791.0156281266791,13
21,705.459298870947,13
22,670.6077003544027,13
23,936.0401147480875,13
24,566.7879572508843,13
25,431.7170365009807,13
26,-12.08433044747213,13
27,306.22822947502596,13
28,423.3798210290203,13
29,639.4873419902668,13
30,284.12392172547857,13
31,486.65495158990154,13
32,301.99226065999096,13
33,950.4706071186731,13
34,217.4276280945536,13
35,725.6141540015851,13
36,655.3068545538255,13
37,738.2709853449408,13
38,411.75389537639796,13
39,949.8746740446792,13
40,758.4742788278143,13
41,825.0909386473561,13
42,450.7327259768876,13
43,896.8528160431604,13
44,802.5221006102868,13
1,201.7320154916689,14
2,378.9561944140873,14
3,724.4249271279059,14
4,908.3880392099909,14
5,568.2536159841342,14
6,1205.088089175018,14
7,1081.2990027937951,14
8,1243.6874380089969,14
9,721.9380150998447,14
10,1340.5717990451342,14
11,1292.7692451316636,14
12,885.289068578602,14
13,1283.3439585415965,14
14,646.9467100388247,14
15,978.8530405253872,14
16,897.3036629833645,14
17,1245.7173811173786,14
18,763.6778107803881,14
19,867.8567236123772,14
20,830.2339296544203,14
21,713.9957774723938,14
22,621.0804886553904,14
23,980.2564663224308,14
24,588.3308273971949,14
25,420.8154475289891,14
26,16.12776353442966,14
27,340.15343189206317,14
28,433.62979513364235,14
29,646.6939519870987,14
30,330.74972949232426,14
31,478.7642310243052,14
32,291.33064447013356,14
33,940.2174186249636,14
34,238.80196140446532,14
35,766.0556077755518,14
36,637.8936884694976,14
37,783.9327808244002,14
38,420.8645806039874,14
39,951.9891300800937,14
40,720.3806687153781,14
41,832.6537525688823,14
42,465.15984030784495,14
43,893.4342366240089,14
44,816.5334138510223,14
1,219.21241645940162,15
2,379.85512287843045,15
3,727.570111463839,15
4,865.8706822140317,15
5,566.3764620912959,15
6,1162.0306548054443,15
7,1045.297010585283,15
8,1230.1833858072969,15
9,736.2524167045523,15
10,1372.3516662475138,15
11,1258.0473261144389,15
12,884.3742194063445,15
13,1260.2475101336804,15
14,642.0953258093128,15
15,973.5964663113042,15
16,926.3631032544423,15
17,1265.8038959349333,15
18,759.6919799189967,15
19,918.1061963598733,15
20,872.4825342700443,15
21,732.3757929376752,15
22,586.9082951800901,15
23,973.2111134931554,15
24,553.8402083507816,15
25,400.9522167522195,15
26,10.30322243328104,15
27,373.38033170812423,15
28,454.6275650530433,15
29,648.1177758758472,15
30,328.85553625606053,15
31,417.65978115438594,15
32,275.2544707231599,15
33,892.8653571096526,15
34,249.03157769139014,15
35,735.5686228592957,15
36,640.4237606409083,15
37,818.5592257226522,15
38,406.5165129339247,15
39,948.6989227536742,15
40,724.346476308948,15
41,883.7120047665273,15
42,477.24258795484246,15
43,888.6156510019107,15
44,820.7758406424432,15
1,247.7968666151215,16
2,384.28944605903945,16
3,722.2586620624073,16
4,859.7225815894468,16
5,561.0867648140523,16
6,1158.9912374757105,16
7,1029.4889622853311,16
8,1189.900582987897,16
9,747.7049761145769,16
10,1429.0210373715126,16
11,1286.1080719936617,16
12,820.9605112786504,16
13,1258.488286984684,16
14,651.0821659599353,16
15,960.5890793885007,16
16,919.8213837329619,16
17,1237.1100384332772,16
18,747.1582691670699,16
19,925.1870654532111,16
20,906.7833745591378,16
21,754.5195377047392,16
22,596.9006925842133,16
23,955.6928800771365,16
24,584.3810833750993,16
25,406.4790517276646,16
26,11.258479750857667,16
27,401.24786268136603,16
28,476.39928198196924,16
29,657.3355628489028,16
30,319.3727696777231,16
31,404.97126900141757,16
32,290.93329913171834,16
33,870.0104392184901,16
34,270.45204691467757,16
35,693.3995425929115,16
36,678.7235628519893,16
37,856.0386421020862,16
38,389.88152695806195,16
39,946.4501724449673,16
40,744.6365230338553,16
41,882.5464079380491,16
42,473.3007509848235,16
43,942.4202183882405,16
44,850.5656143029066,16
1,265.5851826878963,17
2,397.62724483340423,17
3,781.323560462261,17
4,839.1753117228127,17
5,596.1353002919237,17
6,1193.4225299679213,17
7,980.6014951358352,17
8,1201.663680010547,17
9,746.6799369504091,17
10,1479.2423465857898,17
11,1283.5697004661731,17
12,844.4209837071484,17
13,1250.3227480688547,17
14,647.0980321328868,17
15,940.6656739340397,17
16,923.249579741186,17
17,1249.2802880045201,17
18,735.3044643543201,17
19,953.025929769775,17
20,884.7718109132632,17
21,721.2746353045075,17
22,593.9141020597532,17
23,922.3924439340374,17
24,570.9466768667384,17
25,368.96483896960774,17
26,-15.64549067927644,17
27,405.6742440569596,17
28,477.67108988618133,17
29,623.3299475717606,17
30,331.27480908941266,17
31,440.7608143331364,17
32,304.94368490063096,17
33,814.8169963133735,17
34,285.4803101411186,17
35,710.9966209824781,17
36,636.2491675810217,17
37,859.5635947577615,17
38,409.1793033352963,17
39,949.1927114861223,17
40,739.0335443988944,17
41,921.4435267168905,17
42,481.47436524618485,17
43,962.9532618982616,17
44,887.045207539293,17
1,269.1091021579517,18
2,350.0458065363427,18
3,796.9838590422231,18
4,873.6326561479927,18
5,580.7243413459372,18
6,1175.3264627605097,18
7,1007.4336134245486,18
8,1247.7175961681805,18
9,803.6826021574446,18
10,1482.5215893994548,18
11,1214.239130990786,18
12,859.1936476337972,18
13,1227.1545983861472,18
14,655.4423123091686,18
15,967.8364142549382,18
16,903.5214064967132,18
17,1212.4762423229333,18
18,757.9118524457064,18
19,923.6463142620375,18
20,936.5991522892684,18
21,722.0574265517321,18
22,616.558222199174,18
23,912.4643281786244,18
24,540.5786034267343,18
25,378.6165565879898,18
26,-17.53590558695757,18
27,405.67322184517525,18
28,513.627557606341,18
29,647.588801892687,18
30,330.6567884057798,18
31,417.75785207498865,18
32,313.5298330359007,18
33,816.181624586245,18
34,281.6403034231712,18
35,755.3816223865365,18
36,624.18319907697,18
37,850.2316073848531,18
38,377.7821239700937,18
39,963.6268581016069,18
40,773.8644678580764,18
41,913.9881377281032,18
42,453.1772121725628,18
43,911.6356112238432,18
44,871.1689648743355,18
1,277.0019871733555,19
2,362.5296006988879,19
3,777.9399001582251,19
4,930.3809119351303,19
5,603.8479158897587,19
6,1179.2296293376078,19
7,926.6641792665498,19
8,1227.159612510322,19
9,790.3406669023666,19
10,1480.2011246746815,19
11,1220.4719386435775,19
12,849.0407031421903,19
13,1265.7004800249742,19
14,638.1589130541678,19
15,931.4289134376697,19
16,929.0940413440704,19
17,1166.3937360904827,19
18,765.6515536398815,19
19,967.7844029699479,19
20,985.1518240127454,19
21,697.1522055679384,19
22,622.7363447168168,19
23,905.754713565625,19
24,581.3564058709709,19
25,386.9903243295178,19
26,9.330069181680873,19
27,436.179789945323,19
28,517.6066802705999,19
29,646.9936081148439,19
30,369.14384329398763,19
31,434.33893737586135,19
32,345.1309428872937,19
33,821.6050095975563,19
34,291.44528656584623,19
35,728.4326065658805,19
36,605.1137368749927,19
37,903.506140757805,19
38,371.92373329768174,19
39,966.3450606436477,19
40,769.189378175069,19
41,934.939547569544,19
42,434.13438987025233,19
43,925.7803907108201,19
44,845.4613038410855,19
1,301.51957038607804,20
2,383.36835939527896,20
3,792.6433563630436,20
4,943.8131685465622,20
5,617.8673522033728,20
6,1195.818878138694,20
7,907.777679682521,20
8,1231.814354961509,20
9,772.495567607604,20
10,1443.8954746442696,20
11,1241.1063109815188,20
12,862.2299392854993,20
13,1321.9099907520804,20
14,618.7272327383592,20
15,917.3310975619722,20
16,938.3526414409893,20
17,1199.9032577167845,20
18,769.5841196970017,20
19,985.7774477104741,20
20,986.1555522842855,20
21,691.6751176433878,20
22,605.9016343574305,20
23,945.1498884983505,20
24,554.6620373238591,20
25,408.51490928300024,20
26,45.60637812105916,20
27,414.556397622138,20
28,543.2431979793383,20
29,660.2566256855719,20
30,376.9094229422925,20
31,402.048362236007,20
32,336.2275670739206,20
33,760.7967733820338,20
34,311.96237297027744,20
35,774.0946648766242,20
36,619.8646934441613,20
37,868.090029566315,20
38,335.37764815248687,20
39,990.4891515673226,20
40,803.0215473059094,20
41,929.2830194532798,20
42,455.84065171164684,20
43,949.469604618224,20
44,861.816582386896,20
1,294.50528167903633,21
2,402.8912399548774,21
3,820.8701398855625,21
4,962.65246481116,21
5,602.9176448323097,21
6,1162.9515155991949,21
7,904.2215843002798,21
8,1239.2422358702818,21
9,791.9567397788668,21
10,1447.1705854850616,21
11,1280.7852640373424,21
12,853.4650823943566,21
13,1384.3956130975864,21
14,639.2983075259054,21
15,907.6531624599628,21
16,913.137346969777,21
17,1172.7710100502688,21
18,720.5341539696811,21
19,985.203450691079,21
20,956.5386448754388,21
21,692.7589794225183,21
22,605.7803176624353,21
23,920.4014597499522,21
24,593.6266225414284,21
25,443.67940604675425,21
26,84.6423598598515,21
27,426.89158856486716,21
28,551.3259922401413,21
29,657.6771659410687,21
30,364.4936192409532,21
31,398.9917641549506,21
32,333.16807271237417,21
33,809.9849599957116,21
34,271.0622826214445,21
35,762.7514317678331,21
36,608.8981171589741,21
37,866.7809324919007,21
38,325.03980901095724,21
39,965.6605513833902,21
40,780.5139466236549,21
41,922.1780948864306,21
42,449.6314090882455,21
43,956.7610635480155,21
44,848.8749503866114,21
1,283.26940813276593,22
2,404.57221318553735,22
3,837.0382503271211,22
4,915.5462112173775,22
5,615.9531781357143,22
6,1150.5645695130866,22
7,942.1814380335347,22
8,1220.2010291418478,22
9,795.647984547464,22
10,1463.5884640135664,22
11,1298.6758576333473,22
12,869.408556678287,22
13,1369.3196174478408,22
14,604.2085763010866,22
15,918.0908950083285,22
16,942.281314442093,22
17,1180.1022510554512,22
18,718.4402081487267,22
19,1002.6948101852473,22
20,977.1030373145257,22
21,681.271750171064,22
22,610.4951495167545,22
23,901.9193977814348,22
24,599.9099259769413,22
25,448.56822564151037,22
26,77.81740605503148,22
27,412.7537646931713,22
28,552.8977132834713,22
29,692.8663132273067,22
30,366.1385729162683,22
31,380.12717163381035,22
32,319.8062407018581,22
33,809.9997833995361,22
34,275.4252502289757,22
35,788.9042921254742,22
36,593.3307021149105,22
37,857.8504951996246,22
38,313.03418831339604,22
39,953.2411058683184,22
40,787.6838900921048,22
41,972.0837544196999,22
42,426.3418989351827,22
43,958.5873981920425,22
44,846.6228004235401,22
1,284.61328818146336,23
2,388.7823348536076,23
3,867.2795870909378,23
4,894.7150949751128,23
5,670.5395156193088,23
6,1089.2281077792115,23
7,952.8155625645769,23
8,1205.658556651724,23
9,758.6230033832719,23
10,1513.6059304183275,23
11,1335.2367421408696,23
12,891.8520327236072,23
13,1375.5083470596364,23
14,599.2567333259603,23
15,929.0350929290573,23
16,908.6590217316365,23
17,1157.2090483121626,23
18,740.6008452817257,23
19,943.8220782951958,23
20,973.5971738524446,23
21,706.1969851830446,23
22,589.9488636661154,23
23,868.5619683132311,23
24,589.1523592688017,23
25,445.16058589104904,23
26,66.52258967451762,23
27,396.62626979838336,23
28,571.9625200356875,23
29,709.3015252027766,23
30,369.50179423354757,23
31,365.92708318018333,23
32,358.3273150304045,23
33,786.7076067058267,23
34,291.7207317475411,23
35,789.8735358772772,23
36,609.9721761728035,23
37,869.4489731817965,23
38,321.3291166742293,23
39,954.0540554132382,23
40,771.624986522903,23
41,949.4563893733041,23
42,389.6892455811714,23
43,955.9666110337657,23
44,844.6737606866121,23
1,297.08134888636533,24
2,416.0551352591931,24
3,846.2924121344721,24
4,916.1736226131621,24
5,699.3431634000448,24
6,1096.1066127051124,24
7,927.736936501591,24
8,1162.6235668102534,24
9,720.1366126286803,24
10,1544.1643863072989,24
11,1344.2475827742517,24
12,928.144797600499,24
13,1419.3009809683647,24
14,614.5854969723422,24
15,877.3229797068644,24
16,892.3975606838576,24
17,1184.1168562261116,24
18,754.4511183719735,24
19,965.5979027766657,24
20,965.7346236328677,24
21,766.616306509391,24
22,587.9211951246226,24
23,885.9370985768344,24
24,603.6640850742455,24
25,440.116316858599,24
26,51.18156589035262,24
27,375.69425846387475,24
28,530.1603407460178,24
29,721.0044670542887,24
30,365.6494381999276,24
31,365.39791060169125,24
32,394.7436368861608,24
33,764.2914064974432,24
34,286.07368289940194,24
35,760.9691063161914,24
36,590.6771967114598,24
37,863.6970122752243,24
38,348.0895023486787,24
39,932.937007443934,24
40,716.1564573850438,24
41,971.9829724829198,24
42,367.2856288398761,24
43,934.6568256445757,24
44,852.4816718299661,24
1,298.5815441619992,25
2,394.69788996566615,25
3,874.0652086956163,25
4,888.9020141348343,25
5,665.981739683507,25
6,1110.9833079205594,25
7,923.4118363449858,25
8,1191.4345614701817,25
9,746.0450021022068,25
10,1556.1092479597146,25
11,1338.3777455472125,25
12,951.7933404584084,25
13,1362.0812800510455,25
14,613.0917827339022,25
15,905.6275093551213,25
16,897.1818143580622,25
17,1178.4227245933316,25
18,738.4908670129173,25
19,994.2850564989648,25
20,989.3536763384058,25
21,777.2762504024048,25
22,628.1120470656523,25
23,876.479565258132,25
24,610.0048706076016,25
25,435.09740342931747,25
26,50.72408084947793,25
27,415.882735769733,25
28,578.1114301589897,25
29,716.6335427497934,25
30,353.0088758634282,25
31,375.7751330766953,25
32,423.3282772867168,25
33,757.3685007014458,25
34,286.7247774404395,25
35,781.9525584075672,25
36,593.27053309956,25
37,935.5286466427633,25
38,340.49131707475743,25
39,933.003859302786,25
40,755.5041916378482,25
41,942.1273659485191,25
42,392.6808886524558,25
43,946.4685346629902,25
44,848.0865250026608,25
1,302.3681988233678,26
2,372.6876082522286,26
3,859.9969199520982,26
4,937.2871696040467,26
5,672.885953591374,26
6,1092.707267967428,26
7,911.521427886701,26
8,1179.0700644034555,26
9,773.1750962455408,26
10,1527.6593259750734,26
11,1340.9835202758295,26
12,923.7555089711833,26
13,1321.3638832347158,26
14,617.1166593477302,26
15,907.6491859136205,26
16,870.1846900804189,26
17,1203.358894021295,26
18,766.2500713320368,26
19,1004.0397508136222,26
20,1032.2058083241914,26
21,803.6073600051186,26
22,626.7800710399875,26
23,856.409847370799,26
24,643.0285576053741,26
25,416.0034948617601,26
26,11.613540010003689,26
27,407.82826690315306,26
